"","Area_Name","Area_Code","Area_Type","Sex","Age_group","Age_band_type","Year","Population","Data_type","Annual_change","Percentage"
"10583","Worthing","E07000229","District","Female","0-4 years","5 years","2017",2910,"Estimates - ONS",-60,0.0513435785239162
"10584","Worthing","E07000229","District","Female","10-14 years","5 years","2017",2779,"Estimates - ONS",88,0.0490322352982691
"10585","Worthing","E07000229","District","Female","15-19 years","5 years","2017",2662,"Estimates - ONS",-60,0.0469679058524622
"10586","Worthing","E07000229","District","Female","20-24 years","5 years","2017",2379,"Estimates - ONS",-51,0.0419746987314078
"10587","Worthing","E07000229","District","Female","25-29 years","5 years","2017",3057,"Estimates - ONS",11,0.0539372232122378
"10588","Worthing","E07000229","District","Female","30-34 years","5 years","2017",3332,"Estimates - ONS",-59,0.0587892796019549
"10589","Worthing","E07000229","District","Female","35-39 years","5 years","2017",3700,"Estimates - ONS",111,0.0652822132434674
"10590","Worthing","E07000229","District","Female","40-44 years","5 years","2017",3754,"Estimates - ONS",-82,0.0662349806799936
"10591","Worthing","E07000229","District","Female","45-49 years","5 years","2017",4103,"Estimates - ONS",-18,0.0723926813345802
"10592","Worthing","E07000229","District","Female","5-9 years","5 years","2017",3162,"Estimates - ONS",35,0.0557898265610389
"10593","Worthing","E07000229","District","Female","50-54 years","5 years","2017",4169,"Estimates - ONS",43,0.0735571748681123
"10594","Worthing","E07000229","District","Female","55-59 years","5 years","2017",3673,"Estimates - ONS",172,0.0648058295252042
"10595","Worthing","E07000229","District","Female","60-64 years","5 years","2017",3154,"Estimates - ONS",23,0.0556486758297016
"10596","Worthing","E07000229","District","Female","65-69 years","5 years","2017",3393,"Estimates - ONS",-169,0.0598655539284013
"10597","Worthing","E07000229","District","Female","70-74 years","5 years","2017",3266,"Estimates - ONS",288,0.0576247860684228
"10598","Worthing","E07000229","District","Female","75-79 years","5 years","2017",2354,"Estimates - ONS",-55,0.041533602695979
"10599","Worthing","E07000229","District","Female","80-84 years","5 years","2017",2082,"Estimates - ONS",83,0.0367344778305133
"10600","Worthing","E07000229","District","Female","85-89 years","5 years","2017",1560,"Estimates - ONS",-38,0.0275243926107592
"10601","Worthing","E07000229","District","Female","90+ years","5 years","2017",1188,"Estimates - ONS",-84,0.0209608836035782
"10602","Worthing","E07000229","District","Male","0-4 years","5 years","2017",3010,"Estimates - ONS",-40,0.0568407138136153
"10603","Worthing","E07000229","District","Male","10-14 years","5 years","2017",3045,"Estimates - ONS",73,0.0575016523463318
"10604","Worthing","E07000229","District","Male","15-19 years","5 years","2017",2838,"Estimates - ONS",-67,0.0535926730242659
"10605","Worthing","E07000229","District","Male","20-24 years","5 years","2017",2533,"Estimates - ONS",-55,0.0478330658105939
"10606","Worthing","E07000229","District","Male","25-29 years","5 years","2017",2944,"Estimates - ONS",29,0.0555943725804929
"10607","Worthing","E07000229","District","Male","30-34 years","5 years","2017",3072,"Estimates - ONS",-19,0.0580115192144273
"10608","Worthing","E07000229","District","Male","35-39 years","5 years","2017",3394,"Estimates - ONS",59,0.0640921537154188
"10609","Worthing","E07000229","District","Male","40-44 years","5 years","2017",3471,"Estimates - ONS",-31,0.065546218487395
"10610","Worthing","E07000229","District","Male","45-49 years","5 years","2017",4023,"Estimates - ONS",-103,0.0759701633462374
"10611","Worthing","E07000229","District","Male","5-9 years","5 years","2017",3361,"Estimates - ONS",1,0.0634689830988575
"10612","Worthing","E07000229","District","Male","50-54 years","5 years","2017",4091,"Estimates - ONS",131,0.0772542724955151
"10613","Worthing","E07000229","District","Male","55-59 years","5 years","2017",3579,"Estimates - ONS",140,0.0675856859597772
"10614","Worthing","E07000229","District","Male","60-64 years","5 years","2017",2955,"Estimates - ONS",34,0.0558020961193466
"10615","Worthing","E07000229","District","Male","65-69 years","5 years","2017",2942,"Estimates - ONS",-290,0.0555566046643376
"10616","Worthing","E07000229","District","Male","70-74 years","5 years","2017",2919,"Estimates - ONS",347,0.0551222736285525
"10617","Worthing","E07000229","District","Male","75-79 years","5 years","2017",1952,"Estimates - ONS",18,0.0368614861675007
"10618","Worthing","E07000229","District","Male","80-84 years","5 years","2017",1369,"Estimates - ONS",10,0.0258521386082523
"10619","Worthing","E07000229","District","Male","85-89 years","5 years","2017",950,"Estimates - ONS",-36,0.0179397601737324
"10620","Worthing","E07000229","District","Male","90+ years","5 years","2017",507,"Estimates - ONS",7,0.00957416674534983
"10621","Adur","E07000223","District","Female","0-9 years","10 years","2017",3692,"Estimates - ONS",30,0.112767257177764
"10622","Adur","E07000223","District","Female","10-19 years","10 years","2017",3076,"Estimates - ONS",39,0.0939523518631643
"10623","Adur","E07000223","District","Female","20-29 years","10 years","2017",2839,"Estimates - ONS",-80,0.0867135003054368
"10624","Adur","E07000223","District","Female","30-39 years","10 years","2017",3914,"Estimates - ONS",-4,0.11954795357361
"10625","Adur","E07000223","District","Female","40-49 years","10 years","2017",4517,"Estimates - ONS",-82,0.137965791081246
"10626","Adur","E07000223","District","Female","50-59 years","10 years","2017",4472,"Estimates - ONS",97,0.136591325595602
"10627","Adur","E07000223","District","Female","60-69 years","10 years","2017",4086,"Estimates - ONS",-149,0.124801466096518
"10628","Adur","E07000223","District","Female","70-79 years","10 years","2017",3584,"Estimates - ONS",245,0.109468540012217
"10629","Adur","E07000223","District","Female","80-89 years","10 years","2017",2061,"Estimates - ONS",40,0.0629505192425168
"10630","Adur","E07000223","District","Female","90+ years","10 years","2017",499,"Estimates - ONS",-28,0.0152412950519243
"10631","Adur","E07000223","District","Male","0-9 years","10 years","2017",3942,"Estimates - ONS",-7,0.127239275685097
"10632","Adur","E07000223","District","Male","10-19 years","10 years","2017",3459,"Estimates - ONS",-7,0.111649075239663
"10633","Adur","E07000223","District","Male","20-29 years","10 years","2017",3054,"Estimates - ONS",-55,0.0985765469158516
"10634","Adur","E07000223","District","Male","30-39 years","10 years","2017",3488,"Estimates - ONS",-56,0.112585132823343
"10635","Adur","E07000223","District","Male","40-49 years","10 years","2017",4323,"Estimates - ONS",-44,0.139537135663794
"10636","Adur","E07000223","District","Male","50-59 years","10 years","2017",4325,"Estimates - ONS",78,0.13960169135922
"10637","Adur","E07000223","District","Male","60-69 years","10 years","2017",3626,"Estimates - ONS",-79,0.117039475807753
"10638","Adur","E07000223","District","Male","70-79 years","10 years","2017",3021,"Estimates - ONS",118,0.0975113779413189
"10639","Adur","E07000223","District","Male","80-89 years","10 years","2017",1469,"Estimates - ONS",26,0.0474161582905652
"10640","Adur","E07000223","District","Male","90+ years","10 years","2017",274,"Estimates - ONS",18,0.00884413027339337
"10641","Arun","E07000224","District","Female","0-9 years","10 years","2017",7871,"Estimates - ONS",17,0.0954778136296368
"10642","Arun","E07000224","District","Female","10-19 years","10 years","2017",7285,"Estimates - ONS",14,0.088369441277081
"10643","Arun","E07000224","District","Female","20-29 years","10 years","2017",7360,"Estimates - ONS",-130,0.0892792158955821
"10644","Arun","E07000224","District","Female","30-39 years","10 years","2017",8226,"Estimates - ONS",132,0.099784080157209
"10645","Arun","E07000224","District","Female","40-49 years","10 years","2017",9767,"Estimates - ONS",-199,0.118476915985347
"10646","Arun","E07000224","District","Female","50-59 years","10 years","2017",11462,"Estimates - ONS",209,0.139037822363473
"10647","Arun","E07000224","District","Female","60-69 years","10 years","2017",11649,"Estimates - ONS",-287,0.141306193745603
"10648","Arun","E07000224","District","Female","70-79 years","10 years","2017",10802,"Estimates - ONS",641,0.131031805720663
"10649","Arun","E07000224","District","Female","80-89 years","10 years","2017",6201,"Estimates - ONS",76,0.0752201654576773
"10650","Arun","E07000224","District","Female","90+ years","10 years","2017",1815,"Estimates - ONS",-32,0.0220165457677285
"10651","Arun","E07000224","District","Male","0-9 years","10 years","2017",8470,"Estimates - ONS",120,0.111127146774426
"10652","Arun","E07000224","District","Male","10-19 years","10 years","2017",7640,"Estimates - ONS",15,0.100237473595823
"10653","Arun","E07000224","District","Male","20-29 years","10 years","2017",7779,"Estimates - ONS",153,0.102061165851035
"10654","Arun","E07000224","District","Male","30-39 years","10 years","2017",7736,"Estimates - ONS",145,0.101497002059854
"10655","Arun","E07000224","District","Male","40-49 years","10 years","2017",9094,"Estimates - ONS",-240,0.11931408179063
"10656","Arun","E07000224","District","Male","50-59 years","10 years","2017",10467,"Estimates - ONS",322,0.13732796284391
"10657","Arun","E07000224","District","Male","60-69 years","10 years","2017",10262,"Estimates - ONS",-263,0.134638344769677
"10658","Arun","E07000224","District","Male","70-79 years","10 years","2017",9373,"Estimates - ONS",498,0.122974586389221
"10659","Arun","E07000224","District","Male","80-89 years","10 years","2017",4573,"Estimates - ONS",147,0.0599981631876566
"10660","Arun","E07000224","District","Male","90+ years","10 years","2017",825,"Estimates - ONS",32,0.0108240727377688
"10661","Chichester","E07000225","District","Female","0-9 years","10 years","2017",5997,"Estimates - ONS",116,0.0963992927182125
"10662","Chichester","E07000225","District","Female","10-19 years","10 years","2017",6056,"Estimates - ONS",10,0.0973476932968976
"10663","Chichester","E07000225","District","Female","20-29 years","10 years","2017",5902,"Estimates - ONS",74,0.0948722070406687
"10664","Chichester","E07000225","District","Female","30-39 years","10 years","2017",5851,"Estimates - ONS",98,0.0940524031506189
"10665","Chichester","E07000225","District","Female","40-49 years","10 years","2017",7467,"Estimates - ONS",-165,0.120028934254943
"10666","Chichester","E07000225","District","Female","50-59 years","10 years","2017",9102,"Estimates - ONS",103,0.146310882494776
"10667","Chichester","E07000225","District","Female","60-69 years","10 years","2017",8581,"Estimates - ONS",-138,0.137936023147404
"10668","Chichester","E07000225","District","Female","70-79 years","10 years","2017",7549,"Estimates - ONS",436,0.121347050313454
"10669","Chichester","E07000225","District","Female","80-89 years","10 years","2017",4403,"Estimates - ONS",35,0.0707764025076354
"10670","Chichester","E07000225","District","Female","90+ years","10 years","2017",1302,"Estimates - ONS",-10,0.0209291110753898
"10671","Chichester","E07000225","District","Male","0-9 years","10 years","2017",6454,"Estimates - ONS",97,0.111310406677935
"10672","Chichester","E07000225","District","Male","10-19 years","10 years","2017",6446,"Estimates - ONS",15,0.11117243282398
"10673","Chichester","E07000225","District","Male","20-29 years","10 years","2017",6426,"Estimates - ONS",25,0.110827498189093
"10674","Chichester","E07000225","District","Male","30-39 years","10 years","2017",5237,"Estimates - ONS",-38,0.0903211341450795
"10675","Chichester","E07000225","District","Male","40-49 years","10 years","2017",6822,"Estimates - ONS",-204,0.11765720395985
"10676","Chichester","E07000225","District","Male","50-59 years","10 years","2017",8385,"Estimates - ONS",200,0.144613845676244
"10677","Chichester","E07000225","District","Male","60-69 years","10 years","2017",7722,"Estimates - ONS",-80,0.133179262529751
"10678","Chichester","E07000225","District","Male","70-79 years","10 years","2017",6625,"Estimates - ONS",398,0.114259597806216
"10679","Chichester","E07000225","District","Male","80-89 years","10 years","2017",3276,"Estimates - ONS",54,0.0565002931944397
"10680","Chichester","E07000225","District","Male","90+ years","10 years","2017",589,"Estimates - ONS",41,0.010158324997413
"10681","Crawley","E07000226","District","Female","0-9 years","10 years","2017",7775,"Estimates - ONS",12,0.139664804469274
"10682","Crawley","E07000226","District","Female","10-19 years","10 years","2017",6051,"Estimates - ONS",97,0.108696042680846
"10683","Crawley","E07000226","District","Female","20-29 years","10 years","2017",6805,"Estimates - ONS",-414,0.122240385133557
"10684","Crawley","E07000226","District","Female","30-39 years","10 years","2017",9448,"Estimates - ONS",90,0.169717436993659
"10685","Crawley","E07000226","District","Female","40-49 years","10 years","2017",7656,"Estimates - ONS",-111,0.13752716951984
"10686","Crawley","E07000226","District","Female","50-59 years","10 years","2017",6977,"Estimates - ONS",93,0.125330075984839
"10687","Crawley","E07000226","District","Female","60-69 years","10 years","2017",5018,"Estimates - ONS",-29,0.0901399342542528
"10688","Crawley","E07000226","District","Female","70-79 years","10 years","2017",3181,"Estimates - ONS",198,0.0571413174298083
"10689","Crawley","E07000226","District","Female","80-89 years","10 years","2017",2218,"Estimates - ONS",-75,0.0398426413264115
"10690","Crawley","E07000226","District","Female","90+ years","10 years","2017",540,"Estimates - ONS",20,0.00970019220751226
"10691","Crawley","E07000226","District","Male","0-9 years","10 years","2017",8599,"Estimates - ONS",-11,0.153567282793107
"10692","Crawley","E07000226","District","Male","10-19 years","10 years","2017",6706,"Estimates - ONS",78,0.119760692919011
"10693","Crawley","E07000226","District","Male","20-29 years","10 years","2017",6986,"Estimates - ONS",-46,0.124761139387445
"10694","Crawley","E07000226","District","Male","30-39 years","10 years","2017",9300,"Estimates - ONS",-40,0.166086257701581
"10695","Crawley","E07000226","District","Male","40-49 years","10 years","2017",8131,"Estimates - ONS",-11,0.145209393695866
"10696","Crawley","E07000226","District","Male","50-59 years","10 years","2017",7024,"Estimates - ONS",128,0.125439771408161
"10697","Crawley","E07000226","District","Male","60-69 years","10 years","2017",4757,"Estimates - ONS",-42,0.0849540137512278
"10698","Crawley","E07000226","District","Male","70-79 years","10 years","2017",2837,"Estimates - ONS",185,0.0506652379676757
"10699","Crawley","E07000226","District","Male","80-89 years","10 years","2017",1377,"Estimates - ONS",-18,0.0245914813822663
"10700","Crawley","E07000226","District","Male","90+ years","10 years","2017",278,"Estimates - ONS",14,0.00496472899366015
"10701","England","E92000001","Country","Female","0-9 years","10 years","2017",3356345,"Estimates - ONS",12355,0.119279978372598
"10702","England","E92000001","Country","Female","10-19 years","10 years","2017",3062717,"Estimates - ONS",17273,0.108844834938419
"10703","England","E92000001","Country","Female","20-29 years","10 years","2017",3609020,"Estimates - ONS",-14216,0.128259707374025
"10704","England","E92000001","Country","Female","30-39 years","10 years","2017",3712687,"Estimates - ONS",54796,0.131943892854943
"10705","England","E92000001","Country","Female","40-49 years","10 years","2017",3677676,"Estimates - ONS",-64418,0.1306996490949
"10706","England","E92000001","Country","Female","50-59 years","10 years","2017",3738862,"Estimates - ONS",70109,0.132874117082161
"10707","England","E92000001","Country","Female","60-69 years","10 years","2017",3011572,"Estimates - ONS",-44273,0.107027210560154
"10708","England","E92000001","Country","Female","70-79 years","10 years","2017",2333950,"Estimates - ONS",121892,0.0829454378267801
"10709","England","E92000001","Country","Female","80-89 years","10 years","2017",1293642,"Estimates - ONS",16271,0.0459742934000778
"10710","England","E92000001","Country","Female","90+ years","10 years","2017",341906,"Estimates - ONS",1441,0.0121508784959417
"10711","England","E92000001","Country","Male","0-9 years","10 years","2017",3525982,"Estimates - ONS",12660,0.128305927724094
"10712","England","E92000001","Country","Male","10-19 years","10 years","2017",3224051,"Estimates - ONS",19831,0.117319048873418
"10713","England","E92000001","Country","Male","20-29 years","10 years","2017",3748745,"Estimates - ONS",438,0.136411985377707
"10714","England","E92000001","Country","Male","30-39 years","10 years","2017",3687356,"Estimates - ONS",38613,0.13417811901167
"10715","England","E92000001","Country","Male","40-49 years","10 years","2017",3615190,"Estimates - ONS",-61061,0.131552091544673
"10716","England","E92000001","Country","Male","50-59 years","10 years","2017",3647368,"Estimates - ONS",65366,0.1327230073753
"10717","England","E92000001","Country","Male","60-69 years","10 years","2017",2861994,"Estimates - ONS",-45189,0.104144262594305
"10718","England","E92000001","Country","Male","70-79 years","10 years","2017",2084005,"Estimates - ONS",118728,0.0758342484183557
"10719","England","E92000001","Country","Male","80-89 years","10 years","2017",933024,"Estimates - ONS",24790,0.0339515374465454
"10720","England","E92000001","Country","Male","90+ years","10 years","2017",153338,"Estimates - ONS",5957,0.00557977163393266
"10721","Horsham","E07000227","District","Female","0-9 years","10 years","2017",7419,"Estimates - ONS",17,0.103107540928927
"10722","Horsham","E07000227","District","Female","10-19 years","10 years","2017",7916,"Estimates - ONS",-46,0.1100147316341
"10723","Horsham","E07000227","District","Female","20-29 years","10 years","2017",6176,"Estimates - ONS",34,0.0858326152819857
"10724","Horsham","E07000227","District","Female","30-39 years","10 years","2017",7929,"Estimates - ONS",185,0.110195402618339
"10725","Horsham","E07000227","District","Female","40-49 years","10 years","2017",9964,"Estimates - ONS",-199,0.138477360535898
"10726","Horsham","E07000227","District","Female","50-59 years","10 years","2017",11096,"Estimates - ONS",327,0.15420963393279
"10727","Horsham","E07000227","District","Female","60-69 years","10 years","2017",8878,"Estimates - ONS",-68,0.123384384467854
"10728","Horsham","E07000227","District","Female","70-79 years","10 years","2017",7260,"Estimates - ONS",449,0.100897795813992
"10729","Horsham","E07000227","District","Female","80-89 years","10 years","2017",4196,"Estimates - ONS",100,0.0583150346054424
"10730","Horsham","E07000227","District","Female","90+ years","10 years","2017",1120,"Estimates - ONS",20,0.015565500180671
"10731","Horsham","E07000227","District","Male","0-9 years","10 years","2017",8041,"Estimates - ONS",76,0.117923974892943
"10732","Horsham","E07000227","District","Male","10-19 years","10 years","2017",8238,"Estimates - ONS",-68,0.120813046283804
"10733","Horsham","E07000227","District","Male","20-29 years","10 years","2017",6489,"Estimates - ONS",27,0.0951633718542852
"10734","Horsham","E07000227","District","Male","30-39 years","10 years","2017",7121,"Estimates - ONS",246,0.104431864844254
"10735","Horsham","E07000227","District","Male","40-49 years","10 years","2017",9188,"Estimates - ONS",-263,0.134745116442776
"10736","Horsham","E07000227","District","Male","50-59 years","10 years","2017",10642,"Estimates - ONS",311,0.156068516454508
"10737","Horsham","E07000227","District","Male","60-69 years","10 years","2017",8394,"Estimates - ONS",-92,0.123100838857277
"10738","Horsham","E07000227","District","Male","70-79 years","10 years","2017",6491,"Estimates - ONS",458,0.0951927025283041
"10739","Horsham","E07000227","District","Male","80-89 years","10 years","2017",3054,"Estimates - ONS",74,0.0447879392268434
"10740","Horsham","E07000227","District","Male","90+ years","10 years","2017",530,"Estimates - ONS",31,0.00777262861500557
"10741","Mid Sussex","E07000228","District","Female","0-9 years","10 years","2017",9060,"Estimates - ONS",57,0.119172892770704
"10742","Mid Sussex","E07000228","District","Female","10-19 years","10 years","2017",8126,"Estimates - ONS",68,0.106887298747764
"10743","Mid Sussex","E07000228","District","Female","20-29 years","10 years","2017",6718,"Estimates - ONS",10,0.0883668315268862
"10744","Mid Sussex","E07000228","District","Female","30-39 years","10 years","2017",9524,"Estimates - ONS",117,0.125276228559402
"10745","Mid Sussex","E07000228","District","Female","40-49 years","10 years","2017",11120,"Estimates - ONS",-201,0.146269599073977
"10746","Mid Sussex","E07000228","District","Female","50-59 years","10 years","2017",10650,"Estimates - ONS",268,0.140087340839735
"10747","Mid Sussex","E07000228","District","Female","60-69 years","10 years","2017",8559,"Estimates - ONS",-245,0.112582868567821
"10748","Mid Sussex","E07000228","District","Female","70-79 years","10 years","2017",7042,"Estimates - ONS",500,0.0926286435862359
"10749","Mid Sussex","E07000228","District","Female","80-89 years","10 years","2017",4079,"Estimates - ONS",23,0.0536541092286646
"10750","Mid Sussex","E07000228","District","Female","90+ years","10 years","2017",1146,"Estimates - ONS",-38,0.0150741870988109
"10751","Mid Sussex","E07000228","District","Male","0-9 years","10 years","2017",9308,"Estimates - ONS",57,0.128703972566751
"10752","Mid Sussex","E07000228","District","Male","10-19 years","10 years","2017",8996,"Estimates - ONS",14,0.124389872927642
"10753","Mid Sussex","E07000228","District","Male","20-29 years","10 years","2017",6680,"Estimates - ONS",-86,0.0923659794527177
"10754","Mid Sussex","E07000228","District","Male","30-39 years","10 years","2017",8817,"Estimates - ONS",80,0.121914796532128
"10755","Mid Sussex","E07000228","District","Male","40-49 years","10 years","2017",10542,"Estimates - ONS",-124,0.145766789729124
"10756","Mid Sussex","E07000228","District","Male","50-59 years","10 years","2017",10439,"Estimates - ONS",162,0.144342583758521
"10757","Mid Sussex","E07000228","District","Male","60-69 years","10 years","2017",8085,"Estimates - ONS",-294,0.111793255071141
"10758","Mid Sussex","E07000228","District","Male","70-79 years","10 years","2017",6009,"Estimates - ONS",417,0.0830878997801468
"10759","Mid Sussex","E07000228","District","Male","80-89 years","10 years","2017",2920,"Estimates - ONS",21,0.0403755479044814
"10760","Mid Sussex","E07000228","District","Male","90+ years","10 years","2017",525,"Estimates - ONS",-1,0.00725930227734683
"10761","South East","E12000008","Region","Female","0-9 years","10 years","2017",540857,"Estimates - ONS",133,0.117413841910935
"10762","South East","E12000008","Region","Female","10-19 years","10 years","2017",508479,"Estimates - ONS",2986,0.110384950034908
"10763","South East","E12000008","Region","Female","20-29 years","10 years","2017",529993,"Estimates - ONS",-880,0.115055392304994
"10764","South East","E12000008","Region","Female","30-39 years","10 years","2017",576578,"Estimates - ONS",4303,0.125168460686139
"10765","South East","E12000008","Region","Female","40-49 years","10 years","2017",622258,"Estimates - ONS",-10128,0.135085063962959
"10766","South East","E12000008","Region","Female","50-59 years","10 years","2017",627392,"Estimates - ONS",12286,0.136199596389037
"10767","South East","E12000008","Region","Female","60-69 years","10 years","2017",504333,"Estimates - ONS",-10095,0.109484901059739
"10768","South East","E12000008","Region","Female","70-79 years","10 years","2017",403660,"Estimates - ONS",23637,0.0876299491839209
"10769","South East","E12000008","Region","Female","80-89 years","10 years","2017",227875,"Estimates - ONS",2745,0.049469044914745
"10770","South East","E12000008","Region","Female","90+ years","10 years","2017",64991,"Estimates - ONS",327,0.014108799552624
"10771","South East","E12000008","Region","Male","0-9 years","10 years","2017",569497,"Estimates - ONS",149,0.127278708763548
"10772","South East","E12000008","Region","Male","10-19 years","10 years","2017",537816,"Estimates - ONS",3560,0.120198220591814
"10773","South East","E12000008","Region","Male","20-29 years","10 years","2017",560463,"Estimates - ONS",1479,0.12525967116551
"10774","South East","E12000008","Region","Male","30-39 years","10 years","2017",553049,"Estimates - ONS",1378,0.123602692556715
"10775","South East","E12000008","Region","Male","40-49 years","10 years","2017",605621,"Estimates - ONS",-10331,0.135352177237262
"10776","South East","E12000008","Region","Male","50-59 years","10 years","2017",617814,"Estimates - ONS",11346,0.138077229864324
"10777","South East","E12000008","Region","Male","60-69 years","10 years","2017",477163,"Estimates - ONS",-9738,0.106642687335914
"10778","South East","E12000008","Region","Male","70-79 years","10 years","2017",357724,"Estimates - ONS",21898,0.0799488826345558
"10779","South East","E12000008","Region","Male","80-89 years","10 years","2017",165575,"Estimates - ONS",4022,0.0370048871258752
"10780","South East","E12000008","Region","Male","90+ years","10 years","2017",29687,"Estimates - ONS",1401,0.00663484272448048
"10781","West Sussex","E10000032","County","Female","0-9 years","10 years","2017",47886,"Estimates - ONS",224,0.109400701831341
"10782","West Sussex","E10000032","County","Female","10-19 years","10 years","2017",43951,"Estimates - ONS",210,0.100410772380012
"10783","West Sussex","E10000032","County","Female","20-29 years","10 years","2017",41236,"Estimates - ONS",-546,0.0942080637496802
"10784","West Sussex","E10000032","County","Female","30-39 years","10 years","2017",51924,"Estimates - ONS",670,0.118625945827393
"10785","West Sussex","E10000032","County","Female","40-49 years","10 years","2017",58348,"Estimates - ONS",-1057,0.133302262675001
"10786","West Sussex","E10000032","County","Female","50-59 years","10 years","2017",61601,"Estimates - ONS",1312,0.140734089995248
"10787","West Sussex","E10000032","County","Female","60-69 years","10 years","2017",53318,"Estimates - ONS",-1062,0.121810688306466
"10788","West Sussex","E10000032","County","Female","70-79 years","10 years","2017",45038,"Estimates - ONS",2702,0.102894140439376
"10789","West Sussex","E10000032","County","Female","80-89 years","10 years","2017",26800,"Estimates - ONS",244,0.061227473772709
"10790","West Sussex","E10000032","County","Female","90+ years","10 years","2017",7610,"Estimates - ONS",-152,0.017385861022773
"10791","West Sussex","E10000032","County","Male","0-9 years","10 years","2017",51185,"Estimates - ONS",293,0.123444136011634
"10792","West Sussex","E10000032","County","Male","10-19 years","10 years","2017",47368,"Estimates - ONS",53,0.114238582291669
"10793","West Sussex","E10000032","County","Male","20-29 years","10 years","2017",42891,"Estimates - ONS",-8,0.103441290176321
"10794","West Sussex","E10000032","County","Male","30-39 years","10 years","2017",48165,"Estimates - ONS",377,0.116160726990336
"10795","West Sussex","E10000032","County","Male","40-49 years","10 years","2017",55594,"Estimates - ONS",-1020,0.134077430837761
"10796","West Sussex","E10000032","County","Male","50-59 years","10 years","2017",58952,"Estimates - ONS",1472,0.142176002855482
"10797","West Sussex","E10000032","County","Male","60-69 years","10 years","2017",48743,"Estimates - ONS",-1106,0.117554703948717
"10798","West Sussex","E10000032","County","Male","70-79 years","10 years","2017",39227,"Estimates - ONS",2439,0.0946047303571041
"10799","West Sussex","E10000032","County","Male","80-89 years","10 years","2017",18988,"Estimates - ONS",278,0.0457938312902004
"10800","West Sussex","E10000032","County","Male","90+ years","10 years","2017",3528,"Estimates - ONS",142,0.00850856524077455
"10801","Worthing","E07000229","District","Female","0-9 years","10 years","2017",6072,"Estimates - ONS",-25,0.107133405084955
"10802","Worthing","E07000229","District","Female","10-19 years","10 years","2017",5441,"Estimates - ONS",28,0.0960001411507313
"10803","Worthing","E07000229","District","Female","20-29 years","10 years","2017",5436,"Estimates - ONS",-40,0.0959119219436456
"10804","Worthing","E07000229","District","Female","30-39 years","10 years","2017",7032,"Estimates - ONS",52,0.124071492845422
"10805","Worthing","E07000229","District","Female","40-49 years","10 years","2017",7857,"Estimates - ONS",-100,0.138627662014574
"10806","Worthing","E07000229","District","Female","50-59 years","10 years","2017",7842,"Estimates - ONS",215,0.138363004393317
"10807","Worthing","E07000229","District","Female","60-69 years","10 years","2017",6547,"Estimates - ONS",-146,0.115514229758103
"10808","Worthing","E07000229","District","Female","70-79 years","10 years","2017",5620,"Estimates - ONS",233,0.0991583887644018
"10809","Worthing","E07000229","District","Female","80-89 years","10 years","2017",3642,"Estimates - ONS",45,0.0642588704412725
"10810","Worthing","E07000229","District","Female","90+ years","10 years","2017",1188,"Estimates - ONS",-84,0.0209608836035782
"10811","Worthing","E07000229","District","Male","0-9 years","10 years","2017",6371,"Estimates - ONS",-39,0.120309696912473
"10812","Worthing","E07000229","District","Male","10-19 years","10 years","2017",5883,"Estimates - ONS",6,0.111094325370598
"10813","Worthing","E07000229","District","Male","20-29 years","10 years","2017",5477,"Estimates - ONS",-26,0.103427438391087
"10814","Worthing","E07000229","District","Male","30-39 years","10 years","2017",6466,"Estimates - ONS",40,0.122103672929846
"10815","Worthing","E07000229","District","Male","40-49 years","10 years","2017",7494,"Estimates - ONS",-134,0.141516381833632
"10816","Worthing","E07000229","District","Male","50-59 years","10 years","2017",7670,"Estimates - ONS",271,0.144839958455292
"10817","Worthing","E07000229","District","Male","60-69 years","10 years","2017",5897,"Estimates - ONS",-256,0.111358700783684
"10818","Worthing","E07000229","District","Male","70-79 years","10 years","2017",4871,"Estimates - ONS",365,0.0919837597960532
"10819","Worthing","E07000229","District","Male","80-89 years","10 years","2017",2319,"Estimates - ONS",-26,0.0437918987819847
"10820","Worthing","E07000229","District","Male","90+ years","10 years","2017",507,"Estimates - ONS",7,0.00957416674534983
"10821","Adur","E07000223","District","Female","0-15 years","broad years","2017",5563,"Estimates - ONS",113,0.169914477703115
"10822","Adur","E07000223","District","Female","16-64 years","broad years","2017",18871,"Estimates - ONS",-106,0.576389737324374
"10823","Adur","E07000223","District","Female","65+ years","broad years","2017",8306,"Estimates - ONS",101,0.253695784972511
"10824","Adur","E07000223","District","Male","0-15 years","broad years","2017",6055,"Estimates - ONS",81,0.195442367902908
"10825","Adur","E07000223","District","Male","16-64 years","broad years","2017",18349,"Estimates - ONS",-133,0.592266227687938
"10826","Adur","E07000223","District","Male","65+ years","broad years","2017",6577,"Estimates - ONS",44,0.212291404409154
"10827","Arun","E07000224","District","Female","0-15 years","broad years","2017",12305,"Estimates - ONS",88,0.149263689075426
"10828","Arun","E07000224","District","Female","16-64 years","broad years","2017",45004,"Estimates - ONS",-21,0.545913292413693
"10829","Arun","E07000224","District","Female","65+ years","broad years","2017",25129,"Estimates - ONS",374,0.304823018510881
"10830","Arun","E07000224","District","Male","0-15 years","broad years","2017",13097,"Estimates - ONS",193,0.171833794723101
"10831","Arun","E07000224","District","Male","16-64 years","broad years","2017",42864,"Estimates - ONS",377,0.562379459189966
"10832","Arun","E07000224","District","Male","65+ years","broad years","2017",20258,"Estimates - ONS",359,0.265786746086934
